COD. INTERNO;COD. EAN;DESC;SEÇÃO;VENDAS;LOJA;CURVA
72370;7891528029498;CR DENT SORRISO TR LIMP COMP 70G;HIGIENE BUCAL;74.0;10;A
73299;7898249772252;SOBRECOXA FGO REGINA TEMP RESF KG FACA FACIL;RESFRIADOS;74.0;10;A
123867;7896292340985;MILHO VDE SOFRUTA SH 170G;CONSERVAS ENLATADOS-TEMPE;74.0;10;A
126158;7896005402757;REFRESCO DAFRUTA 1L MARACCUJA;HIGIENE PESSOAL;74.0;10;A
41628;7896013105695;AGUA SANITARIA OLIMPO 5L;ALVEJANTE - AGUA SANITAR;74.0;10;A
3611;7896005271964;FERMENTO BIO D BENTA FERMIX 10G;MATINAIS;74.0;10;A
67851;7896009500220;PATE COQUEIRO ATUM 170G LIGHT;CONSERVAS ENLATADOS-TEMPE;74.0;10;A
303;7891022639001;DETERG LIQ LIMPOL 500ML MACA;LAVA ROUPAS-LOUCAS;74.0;10;A
95270;1234178083599;PAO PANSC HAMBURGUER C/GERG 500G ;PANIFICADORA OUTROS;74.0;10;A
2491;7896038305193;MAC ARROZ URBANO PENA S/OVO 500G;MASSAS;74.0;10;A
4382;7898279790417;BALA FINI 90G DENTADURA;BOMBONIERE;74.0;10;A
15719;7891164026424;PIZZA AURORA 460G CALABRESA;CONGELADOS;74.0;10;A
1987;7898211130035;SALG SALSITO 32G CEBOLA;PETISCOS SALGADINHOS;74.0;10;A
114544;7892840816780;BATATA FRITA LAYS 80G SOUR CREAM;PETISCOS SALGADINHOS;74.0;10;A
73681;7898636400027;RAPADURA DOCES CANA NAT 200G;DOCES;74.0;10;A
126158;7896005402757;REFRESCO DAFRUTA 1L MARACCUJA;BEBIDAS NAO ALCOOLICAS;74.0;10;A
44487;7898403781458;IOG BETANIA YOBEM TRIPLO ZERO 170G MORANGO;LATICINIOS;74.0;10;A
120980;7891000350119;BISC NESTLE COOKIES GOTAS 60G ALPINO;BISCOITO-BOLINHOS;74.0;10;A
133272;7891152802160;MAC FORTALEZA SEM 400G PENNE;MASSAS;74.0;10;A
73299;7898249772252;SOBRECOXA FGO REGINA TEMP RESF KG FACA FACIL;CONGELADOS;74.0;10;A
57638;7891000249192;IOG NESTLE NINHO SOLEIL 170G MACA/BANANA;LATICINIOS;73.0;10;A
2704;7896113380015;SAL MAR E SOL 1KG;CONSERVAS ENLATADOS-TEMPE;73.0;10;A
119619;7622210563477;GOMA MASCA TRIDENT MAX 16,5G MENTABERRY;BOMBONIERE;73.0;10;A
94377;7896038313198;MAC ARROZ URBANO ESPAG 500G TRAD;MASSAS;73.0;10;A
83888;7891024034965;SAB PROTEX 85G PROPOLIS;HIGIENE PESSOAL;73.0;10;A
16934;7896002363792;TORTILHA RAP 10 297G TRAD;PANIFICADORA OUTROS;73.0;10;A
68736;7898305850092;BISC PEPULHA POLVILHO 80G CEBOLA;BISCOITO-BOLINHOS;73.0;10;A
54832;7898930906188;PEITO FGO TIJUCA CONG 1KG;CONGELADOS;73.0;10;A
15451;7891515614065;FILEZ PEITO FGO PERDIGAO SAS BD 1KG;CONGELADOS;73.0;10;A
123731;7896292315952;DOCE PREDILECTA GOIABADA POLY 500G;DOCES;73.0;10;A
16934;7896002363792;TORTILHA RAP 10 297G TRAD;PANIFICADORA BALCAO;73.0;10;A
97800;7891991016131;REFRIG GUAR ANTARCTICA ZERO 200ML;BEBIDAS NAO ALCOOLICAS;73.0;10;A
132253;7899659901126;MILHO VDE BONARE SH 170G;CONSERVAS ENLATADOS-TEMPE;73.0;10;A
6619;7898341430098;SUCO DEL VALLE MAIS TP 1L UVA ANT;BEBIDAS NAO ALCOOLICAS;73.0;10;A
60296;None;SOPA PORCAO PQ;COMIDAS PRONTAS;72.0;10;A
123094;7891000360668;IOG NESTLE CHAMBINHO REC POUCH 100G MOR;LATICINIOS;72.0;10;A
17090;None;COSTELA SUINA FRIBAL FRESCA S/TO KG;CARNES SUINAS;72.0;10;A
11028;7896006420415;GUARDANAPO NAPS 33X32 C/50;PAP HIG GUARD;72.0;10;A
4086;7891000023167;BEB LAC NESCAU UHT LIG 200ML CHOC;MATINAIS;72.0;10;A
65852;None;GALINHA TIJUCA CONG KG;CONGELADOS;72.0;10;A
72920;7898907528016;AREIA HIG CARECAT P/GATOS 4KG ;HIGIENE ANIMAL;72.0;10;A
36921;None;CAFE C/LEITE 120ML ;PANIFICADORA BALCAO;72.0;10;A
50620;7896383700681;CACHACA YPIOCA CG OURO 965ML;BEBIDAS ALCOOLICAS;72.0;10;A
4786;7891000538500;CREME MAGGI 68G CEBOLA;CONSERVAS ENLATADOS-TEMPE;72.0;10;A
69446;7896490290587;REFRESCO FRISCO 25G ABACAXI;MATINAIS;72.0;10;A
91323;None;FARINHA ROSCA KG;PANIFICADORA BALCAO;72.0;10;A
107088;7898961803173;SEM DE CHIA ASTER 120G;DIETS E NATURAIS;72.0;10;A
73689;7898636400348;RAPADURA DOCES CANA MAMAO/COCO 200G;DOCES;72.0;10;A
45496;7897344800105;AGUA MINERAL NATURAGUA S/G 1,5L;BEBIDAS NAO ALCOOLICAS;72.0;10;A
133163;78945470;PASTILHA TIC TAC 14G MORANGO;BOMBONIERE;72.0;10;A
114908;7896110010724;PAPEL HIG PERSONAL VIP FD 20M C/4 NEUTRO;PAP HIG GUARD;72.0;10;A
14653;7898403780666;IOG BETANIA LIQ PARC DESN GF 170G MORANGO;LATICINIOS;72.0;10;A
129270;7896090704767;ALCOOL ZULU C/BICAR USO GERAL 1L;ALCOOL-REMOVEDORES;72.0;10;A
81794;7896336002237;PACOQUITA STA HELENA MINI 210G;DOCES;72.0;10;A
11028;7896006420415;GUARDANAPO NAPS 33X32 C/50;ARTIGOS PARA FESTA;72.0;10;A
69446;7896490290587;REFRESCO FRISCO 25G ABACAXI;BEBIDAS NAO ALCOOLICAS;72.0;10;A
16030;7897352008258;BISC ROMANA INTEGRAL 300G;PANIFICADORA OUTROS;71.0;10;A
14881;7898037640077;IOG ISIS 170G SALD/FRUT;LATICINIOS;71.0;10;A
69791;7894900010398;REFRIG COCA COLA LT 220ML;BEBIDAS NAO ALCOOLICAS;71.0;10;A
16030;7897352008258;BISC ROMANA INTEGRAL 300G;PANIFICADORA BALCAO;71.0;10;A
2373;7896003702385;TORRADA MAGIC TOAST INT 150G;PANIFICADORA OUTROS;71.0;10;A
84990;7896945402480;AZEITONA TAMBAU VDE C/C POUCH 100G;CONSERVAS ENLATADOS-TEMPE;71.0;10;A
94507;7898142865044;CHOC ARCOR TORTUGUITA 15,5G BAUNILHA;BOMBONIERE;71.0;10;A
5853;7891000006689;TEMP MAGGI MEU SEGREDO 49G;CONSERVAS ENLATADOS-TEMPE;71.0;10;A
60622;None;APRES SEARA SUINO RETANG EMB KG;EMBUTIDOS-DEFUMADOS;71.0;10;A
127074;7891000368992;CHOC NESTLE BARRA 80G DUO CLASS;BOMBONIERE;71.0;10;A
2373;7896003702385;TORRADA MAGIC TOAST INT 150G;DIETS E NATURAIS;71.0;10;A
95219;7896013106951;CR DENT EVEN 70G JUA/HORTELA;HIGIENE BUCAL;71.0;10;A
80066;7896422000222;BATATA ONDULADA PRATIC LEVE 40G CEBOLA/SALSA;PETISCOS SALGADINHOS;71.0;10;A
109949;7896098901854;AMAC YPE L2L P1600ML ACONCHEGO;AMACIANTES-PASSA ROUPAS;71.0;10;A
4073;7898278530106;DOCE MEARIM CRIST 400G CAJU;DOCES;71.0;10;A
15865;7896280600435;PAO PANE VITA HOT DOG 400G;PANIFICADORA OUTROS;71.0;10;A
3443;7891000073100;MUCILON SH 600G ARROZ/AVEIA;MATINAIS;71.0;10;A
38223;None;COSTELA SUINA ESP FRIBAL CONG KG;CARNES SUINAS;71.0;10;A
15084;7891515474126;STEAK FRANGO PERDIGAO 100G;CONGELADOS;71.0;10;A
79735;7896004400297;LEITE DE COCO MAIS COCO VD 200ML;CONSERVAS ENLATADOS-TEMPE;71.0;10;A
79414;7896006420354;PAPEL HIG FLORAL 30M L16 P15 NEUTRO;PAP HIG GUARD;71.0;10;A
68813;7898215151722;LEITE UHT PIRACANJ C/TP DESN 1L;LEITES;71.0;10;A
15865;7896280600435;PAO PANE VITA HOT DOG 400G;PANIFICADORA BALCAO;71.0;10;A
123015;7509546672021;CR DENT SORRISO DENTES BCO 120G;HIGIENE BUCAL;71.0;10;A
107669;4005900734082;SAB LIQ NIVEA REF 200ML CREME CARE;HIGIENE PESSOAL;70.0;10;A
14871;7897089500025;POLPA POMAR DA POLPA GOIABA 400G;CONGELADOS;70.0;10;A
127733;7896071025188;SALG TORCIDA 70G COST/LIMAO;PETISCOS SALGADINHOS;70.0;10;A
8269;7898422746759;SAB DOVE 90G ORIGINAL BCO;HIGIENE PESSOAL;70.0;10;A
1890;7891152222142;MAC FORTALEZA OVO PARAF 500G;MASSAS;70.0;10;A
131700;7898994848011;MORANGO RS MORANGOS PREMIUM 250G;FRUTAS-VERDURAS;70.0;10;A
82865;7891150059856;SAB LUX BOTANICALS 85G FLOR VERBENA;HIGIENE PESSOAL;70.0;10;A
41083;None;FILE MIGNON FRIBAL BOV EMB KG;CARNES BOVINAS;70.0;10;A
45824;7898952901116;CASTANHA CAJU IDEAL TORR C/SAL 70G;PETISCOS SALGADINHOS;70.0;10;A
4262;7896079816382;TORRONE MONTEVERGINE 45G AMENDOIM;DOCES;70.0;10;A
125234;7891000360040;BEB LAC NESCAU PRON UHT 180ML L9 P8;MATINAIS;70.0;10;A
99240;7896183201289;BEB LAC QUATA KIDS UHT 200ML CHOC;LATICINIOS;70.0;10;A
22900;7898324140174;CR RICOTA BOV LAGUNA 200G;LATICINIOS;70.0;10;A
99240;7896183201289;BEB LAC QUATA KIDS UHT 200ML CHOC;MATINAIS;70.0;10;A
14856;7898034920066;IOG ISIS 170G AMEIXA;LATICINIOS;70.0;10;A
74956;7891098040985;CHA LEAO ICETEA FUZE PET 1L LIMAO;BEBIDAS NAO ALCOOLICAS;70.0;10;A
82289;7891962052571;TORRADA VISCONTI 120G INTEG;PANIFICADORA OUTROS;70.0;10;A
81781;7896001044517;ESP BETTANIN JEITOSA MULTI BT4451;ACESSORIOS DE LIMPEZA;70.0;10;A
4959;7891700206952;MAIONESE ARISCO SH 196G;CONSERVAS ENLATADOS-TEMPE;70.0;10;A
123428;7891152801491;BISC RICHESTER MAIZENA SUPER 350G;BISCOITO-BOLINHOS;70.0;10;A
90551;None;BOLO FOFO CHOC KG;PANIFICADORA BALCAO;70.0;10;A
114538;7892840818210;BATATA FRITA RUFFLES 76G CHURRASCO;PETISCOS SALGADINHOS;70.0;10;A
99169;7898996114046;PAO AIPI INT 400G COCO;PANIFICADORA OUTROS;70.0;10;A
87250;None;MAMINHA BOV FRIBAL EMB KG;CARNES BOVINAS;70.0;10;A
38383;7898542022931;HAMB FRIBOI MISTO 56G;CONGELADOS;70.0;10;A
98601;7891150086432;LV ROUPA PO BRILHANTE SH 800G LIMP TOTAL;LAVA ROUPAS-LOUCAS;70.0;10;A
61988;7891334610217;PALITOS P/DENTE THEOTO C/200;UTILIDADES DOMESTICAS;70.0;10;A
23305;7898215157441;LEITE UHT MOLICO DESN TOT CALCIO 1L;LEITES;69.0;10;A
118648;7898034921001;BEB LAC ISIS 540G BANAN/MAC;LATICINIOS;69.0;10;A
58364;7501009224082;APAR BARB PRESTOBARBA REG FEM C/2;HIGIENE PESSOAL;69.0;10;A
51798;1234178082141;PAO PANSC FORMINHA INT C/C 300G;PANIFICADORA OUTROS;69.0;10;A
83877;7891024034910;SAB PROTEX 85G AVEIA;HIGIENE PESSOAL;69.0;10;A
3264;7896490288812;AMIDO MILHO KIMIMO 200G;MATINAIS;69.0;10;A
123808;7894900701326;REFRIG COCA COLA S/A LT 6X350ML;BEBIDAS NAO ALCOOLICAS;69.0;10;A
101573;7892840815950;BATATA FRITA SENSACOES 80G FGO GRELHADO;PETISCOS SALGADINHOS;69.0;10;A
82311;7896002362054;BOLINHO ANA MARIA 42G CHOC;BISCOITO-BOLINHOS;69.0;10;A
116333;7898692732490;MASC DESC FORT FLEX TRIP CAM C/50 AZUL 2490;ARTIGOS PESSOAIS;69.0;10;A
15954;7896002364546;TORTILHA RAP 10 297G LIGHT;PANIFICADORA BALCAO;69.0;10;A
70400;7891962050089;BISC BAUDUCCO RECHEADINHO 104G BRIG;BISCOITO-BOLINHOS;69.0;10;A
80028;7896422000109;BATATA PALHA PRATIC LEVE 75G;PETISCOS SALGADINHOS;69.0;10;A
82863;7891150059870;SAB LUX BOTANICALS 85G ROSAS FRANC;HIGIENE PESSOAL;69.0;10;A
15954;7896002364546;TORTILHA RAP 10 297G LIGHT;PANIFICADORA OUTROS;69.0;10;A
91845;7891000258613;CEREAL NESCAU DUO 210G;MATINAIS;69.0;10;A
3264;7896490288812;AMIDO MILHO KIMIMO 200G;DERIVADOS DE MILHO;69.0;10;A
54351;7896388222331;SABAO BARRA AGUIAR COCO 100G;LAVA ROUPAS-LOUCAS;68.0;10;A
68660;7622300990749;BISC CLUB SOCIAL 288G TRAD;BISCOITO-BOLINHOS;68.0;10;A
84134;7896061916106;PAPEL HIG SUBLIME SOFTY FD 30M C/4 NEUTRO;PAP HIG GUARD;68.0;10;A
130021;7896314797865;ESP STARLUX MULTIUSO;ACESSORIOS DE LIMPEZA;68.0;10;A
85326;7896292360433;MAIONESE PREDILECTA SH 200G;CONSERVAS ENLATADOS-TEMPE;68.0;10;A
83880;7891024035078;SAB PROTEX 85G CREAM;HIGIENE PESSOAL;68.0;10;A
2760;7891095008452;PIPOCA MICRO YOKI 100G MANTEIGA/CINE;DERIVADOS DE MILHO;68.0;10;A
78700;7894904573387;PATE SEARA SH 100G PRESUNTO;LATICINIOS;68.0;10;A
6765;7896445472556;REFRIG INDAIA GUARANA 250ML;BEBIDAS NAO ALCOOLICAS;68.0;10;A
14863;7897089500032;POLPA POMAR DA POLPA ACEROLA 400G;CONGELADOS;68.0;10;A
66476;7891000110874;BEB LAC NESCAU S/LAC UHT 200ML;MATINAIS;68.0;10;A
78700;7894904573387;PATE SEARA SH 100G PRESUNTO;CONGELADOS;68.0;10;A
133161;78945456;PASTILHA TIC TAC 14G LARANJA;BOMBONIERE;68.0;10;A
122314;7891152801309;BISC FORTALEZA DOCE CRISTAL 414G;BISCOITO-BOLINHOS;68.0;10;A
2864;7896224817189;CAFE VACUO KIMIMO 250G;CAFE VACUO-MOIDO;68.0;10;A
78700;7894904573387;PATE SEARA SH 100G PRESUNTO;RESFRIADOS;68.0;10;A
102234;7892840817091;SALG TORCIDA 100G CEBOLA;PETISCOS SALGADINHOS;68.0;10;A
6350;7894900911718;REFRIG KUAT GUARANA 1L;BEBIDAS NAO ALCOOLICAS;68.0;10;A
170;7896654100332;SABAO BARRA UNO 200G NEUTRO;LAVA ROUPAS-LOUCAS;67.0;10;A
95208;7896013107866;SAB EVEN SUAVE 85G BUQUE DE ROSAS;HIGIENE PESSOAL;67.0;10;A
122693;7891152801552;BISC FORTALEZA AGUA SAL 350G;BISCOITO-BOLINHOS;67.0;10;A
84399;7898286190316;MOLHO PIM MARATA GOTA PET 150ML ;CONSERVAS ENLATADOS-TEMPE;67.0;10;A
10851;7793100111143;CR DENT COLGATE TOTAL 12 90G CLEAN MINT;HIGIENE BUCAL;67.0;10;A
70397;7891962050065;BISC BAUDUCCO RECHEADINHO 112G GOIABA;BISCOITO-BOLINHOS;67.0;10;A
113711;7891000339237;BISC NESTLE COOKIES GOTAS 60G PRESTIGIO;BISCOITO-BOLINHOS;67.0;10;A
125211;7891000361078;KIT CER MAT NESCAU+SNOWFLAK 440G;MATINAIS;67.0;10;A
14646;7898403780727;IOG BETANIA NATURAL CP 170G LARAN/CENO;LATICINIOS;67.0;10;A
132470;7899970402838;CHOC HERSHEYS BARRA 82G MEIO AMARGO;BOMBONIERE;67.0;10;A
14883;7897089500117;SUCO POMAR DA POLPA TANGERINA 400G ;CONGELADOS;67.0;10;A
2740;7896035941042;FECULA DE MANDIOCA AMAFIL 1KG;MASSAS;67.0;10;A
97638;7892840814724;AMENDOIM ELMA CHIPS JAPONES 145G;PETISCOS SALGADINHOS;67.0;10;A
130007;7891000376768;BISC NEGRESCO RECH 90G BAUNILHA;BISCOITO-BOLINHOS;67.0;10;A
14867;7898034920172;IOG ISIS 170G FRUT/VERM;LATICINIOS;67.0;10;A
125410;7898366002898;UVA PICK&NICKY 250G;FRUTAS-VERDURAS;67.0;10;A
92621;7894900550030;SUCO DEL VALLE FRUT PET 1L UVA;BEBIDAS NAO ALCOOLICAS;67.0;10;A
54649;7891048038017;CHA OETKER CAMOMILA 10G;MATINAIS;67.0;10;A
3488;7896094910904;ADOC ZERO CAL 100ML;DIETS E NATURAIS;67.0;10;A
36563;None;CAPPUCCINO 150ML;PANIFICADORA BALCAO;66.0;10;A
66597;7896002365420;TORTILHA RAP 10 297G INT;PANIFICADORA BALCAO;66.0;10;A
129174;7898945846288;FILE TILAPIA NETUMAR 1KG;PEIXARIA;66.0;10;A
15767;7898403780062;MANTEIGA BETANIA 500G;LATICINIOS;66.0;10;A
16984;None;CHA DE FORA PECA FRIBAL KG;CARNES BOVINAS;66.0;10;A
49076;None;PAO DE QUEIJO KG;PANIFICADORA BALCAO;66.0;10;A
101218;7898142863897;CHOC ARCOR BARRA 80G AMARGO 70% CACAU;BOMBONIERE;66.0;10;A
15705;7891515742034;SALS PERDIGAO HOT DOG 500G;EMBUTIDOS-DEFUMADOS;66.0;10;A
66597;7896002365420;TORTILHA RAP 10 297G INT;PANIFICADORA OUTROS;66.0;10;A
36260;7891000623008;BIFINHO DOGUITOS 65G CARNE;ALIMENTOS P. ANIMAIS;66.0;10;A
15665;7894904271719;MARGARINA PRIMOR 1KG;LATICINIOS;66.0;10;A
4268;7896079816139;TORRONE MONTEVERGINE 90G AMENDOIM;DOCES;66.0;10;A
17105;None;PERNIL SUINO FRIBAL CONG KG;CARNES SUINAS;66.0;10;A
123732;7896292315969;DOCE PREDILECTA GOIABADA POLY 250G;DOCES;66.0;10;A
126375;7891991295239;CERV STELLA ARTOIS ONE WAY 600ML;BEBIDAS ALCOOLICAS;66.0;10;A
70967;7622210661661;BISC CLUB SOCIAL RECH 106G INT REQ;BISCOITO-BOLINHOS;66.0;10;A
2885;7896089012460;CAFE VACUO CABOCLO 250G;CAFE VACUO-MOIDO;66.0;10;A
96178;7891152800302;TORRADA FORTALEZA 142G MULTIGRAOS;PANIFICADORA OUTROS;66.0;10;A
10806;7891024134702;CR DENT COLGATE MPA 90G;HIGIENE BUCAL;66.0;10;A
120667;7896013107262;AGUA SANITARIA BRILUX L5L P4,5L;ALVEJANTE - AGUA SANITAR;66.0;10;A
125332;7899541000067;POLPA BESSA CAJU 500G;CONGELADOS;66.0;10;A
4569;78922310;GOMA MASC MENTOS PURE 56G WHINTERGREE;BOMBONIERE;65.0;10;A
17369;None;PETIT FOUR SALG KG CEBOLA;PANIFICADORA BALCAO;65.0;10;A
37817;7894650003848;INSET RAID AERO 420ML L+ P- EUCALIPTO;INSETICID-REPELENT-VENENO;65.0;10;A
92143;7891962053196;TORRADA BAUDUCCO 142G INTEG;PANIFICADORA OUTROS;65.0;10;A
125833;7622210571632;REFRESCO TANG 18G TANG;MATINAIS;65.0;10;A
17370;None;PETIT FOUR SALG KG QUEIJO;PANIFICADORA BALCAO;65.0;10;A
72441;7891000118061;RACAO FRISKIES AO MOLHO 85G PERU;ALIMENTOS P. ANIMAIS;65.0;10;A
100949;7891962060361;BISC BAUDUCCO CHOCO BISCUIT 36G CHOC LEITE;BISCOITO-BOLINHOS;65.0;10;A
16893;None;PIMENTA DEDO DE MOCA KG;FRUTAS-VERDURAS;65.0;10;A
125833;7622210571632;REFRESCO TANG 18G TANG;BEBIDAS NAO ALCOOLICAS;65.0;10;A
128229;7898940257577;FIO DENT POWERDENT LIG 100MT ;HIGIENE BUCAL;65.0;10;A
6732;7892840808051;BEB ISOT GATORADE PET UVA 500ML;BEBIDAS NAO ALCOOLICAS;65.0;10;A
109105;None;PATINHO FRIBAL MOIDO BDJ KG;CARNES BOVINAS;65.0;10;A
95215;7896013107842;SAB EVEN SUAVE 85G MANT DE KARITE;HIGIENE PESSOAL;65.0;10;A
114003;7891150078413;LV ROUPA LIQ OMO REF 900ML LAVANDA;LAVA ROUPAS-LOUCAS;65.0;10;A
106214;7898930906621;OVOS TIJUCA EXTRA BCO C/30;OVOS;65.0;10;A
42239;7898034920998;BEB LAC ISIS 540G MOR;LATICINIOS;65.0;10;A
6247;7893218003375;WHISKY BLACK & WHITE 1L;BEBIDAS ALCOOLICAS;64.0;10;A
125330;7899541000036;POLPA BESSA ACEROLA 500G;CONGELADOS;64.0;10;A
75614;7896002302661;BOLINHO ANA MARIA 35G DUP CHOC;BISCOITO-BOLINHOS;64.0;10;A
55677;7893000081581;COXA FGO SADIA FACIL 800G TEMP;CONGELADOS;64.0;10;A
133262;7891000307045;CAFE SOLUV NESCAFE MAT REF 40G SUAVE;MATINAIS;64.0;10;A
127084;7891008124026;CHOC GAROTO BARRA 80G MEIO AMARG;BOMBONIERE;64.0;10;A
132282;7891150091023;LV ROUPA LIQ ALA REF 700ML CUIDADO COCO;LAVA ROUPAS-LOUCAS;64.0;10;A
132235;7896045110629;BEB LAC 3CORACOES CAPP PW UHT 250ML COOKIES N CREA;MATINAIS;64.0;10;A
114541;7892840814540;SALG ELMA CHIPS DORITOS 140G QJO NACHO;PETISCOS SALGADINHOS;64.0;10;A
107552;7896005809501;BEB LAC TRES CAPPUC GF 260ML CHOC;LATICINIOS;64.0;10;A
113993;7891150080188;LV ROUPA PO OMO CX 800G LAV;LAVA ROUPAS-LOUCAS;64.0;10;A
107552;7896005809501;BEB LAC TRES CAPPUC GF 260ML CHOC;MATINAIS;64.0;10;A
130216;8000500384787;CHOC KINDER TRONKY T1 18G;BOMBONIERE;64.0;10;A
70194;7891091018035;COLORIFICO NORDESTINO 100G;CONSERVAS ENLATADOS-TEMPE;64.0;10;A
5238;7891107111927;OLEO DE CANOLA SALADA 900ML;OLEOS;64.0;10;A
14874;7897089500148;POLPA POMAR DA POLPA MARACUJA 400G;CONGELADOS;64.0;10;A
133362;7898255676773;ALCOOL FACILITA 70% INPM 1L;ALCOOL-REMOVEDORES;64.0;10;A
119612;7896051166313;IOG ITAMBE 1250G MARACUJA;LATICINIOS;64.0;10;A
6018;7896108300011;TEMP REGINA CASEIRO ORIG 500ML;CONSERVAS ENLATADOS-TEMPE;64.0;10;A
4568;78922327;GOMA MASC MENTOS PURE 56G MINT;BOMBONIERE;64.0;10;A
17081;None;BIFE COXAO MOLE FRIBAL EMB KG;CARNES BOVINAS;64.0;10;A
15128;7894904500116;TEKITOS SEARA 300G TRAD;CONGELADOS;64.0;10;A
2456;7891962031187;BOLINHO BAUDUCCO 40G BAUN/CHOC;BISCOITO-BOLINHOS;64.0;10;A
133015;7896063200586;SEM DE CHIA SABOR DO CAMPO 120G;DIETS E NATURAIS;63.0;10;A
59257;7896051130093;LEITE PO ITAMBE INT INST SH 800G;LEITES;63.0;10;A
93166;7891150064607;LV ROUPA PO OMO CX 800G PROT ANTIOD;LAVA ROUPAS-LOUCAS;63.0;10;A
72607;None;PICADO SUINO FRESCO FRIBAL KG;CARNES SUINAS;63.0;10;A
90635;None;BOLO CENOURA KG;PANIFICADORA BALCAO;63.0;10;A
94427;1321534153130;CARVAO PHOENIX VEGETAL 3KG;ARTIGOS PARA FESTA;63.0;10;A
98348;7896024778031;BISC PIRAQUE GOIABINHA 25G;HIGIENE PESSOAL;63.0;10;A
98348;7896024778031;BISC PIRAQUE GOIABINHA 25G;BISCOITO-BOLINHOS;63.0;10;A
127732;7892840817022;SALG TORCIDA 70G CAM/PIM;PETISCOS SALGADINHOS;63.0;10;A
130726;7898402890403;ACUCAR TIO MARCIO DEMERARA 1KG;CEREAIS-FARINHAS;63.0;10;A
17073;None;BIFE CARIOCA FRIBAL KG;CARNES BOVINAS;63.0;10;A
126754;7896369611093;AZEITE DENDE MARIZA 200ML;CONSERVAS ENLATADOS-TEMPE;63.0;10;A
5728;7896102503708;KETCHUP HEINZ TRAD 397G;CONSERVAS ENLATADOS-TEMPE;63.0;10;A
81900;None;QJO PRATO LAGUNA KG;LATICINIOS;63.0;10;A
125836;7622210571724;REFRESCO TANG 18G MORANG;BEBIDAS NAO ALCOOLICAS;63.0;10;A
126380;7896090100101;ESP ACO ASSOLAN C/8 45G;ACESSORIOS DE LIMPEZA;63.0;10;A
12454;7896029022252;RACAO PEDIGREE SH 100G JUNIOR;ALIMENTOS P. ANIMAIS;63.0;10;A
2973;7891000026403;CAFE SOLUV NESCAFE DESCAF REF 50G;MATINAIS;63.0;10;A
2229;7891079011775;MAC LAMEN NISSIN 85G PICANHA;MASSAS;63.0;10;A
58746;None;QJO M FRES DUFROTA KG;LATICINIOS;63.0;10;A
125836;7622210571724;REFRESCO TANG 18G MORANG;MATINAIS;63.0;10;A
127402;7898996114060;PAO AIPI INT CAST 400G;PANIFICADORA OUTROS;62.0;10;A
130091;7896419713852;STEAK FRANGO LAR 100G;CONGELADOS;62.0;10;A
119948;7891091060188;SALG PIPPOS 45G LIG JUST QJO;PETISCOS SALGADINHOS;62.0;10;A
123440;7891152801859;BISC ESCURETO RECH M FINO 74G;BISCOITO-BOLINHOS;62.0;10;A
79910;None;PATINHO BOV CUBO FRIBAL KG;CARNES BOVINAS;62.0;10;A
121777;7896105800897;BATATA CONG MCCAIN SMILES 400G;CONGELADOS;62.0;10;A
5725;7896945401636;CATCHUP TAMBAU SH 200G;CONSERVAS ENLATADOS-TEMPE;62.0;10;A
83856;7891035285172;LIMP VEJA M USO 500ML 10% DESC LAVANDA;LIMPADORES;62.0;10;A
3464;7897670700452;ADOC SVILI STEVIA EX 90ML;DIETS E NATURAIS;62.0;10;A
125182;None;BOLO TO GO BANANA KG;PANIFICADORA BALCAO;62.0;10;A
124406;7891000360361;IOG NESTLE GREGO 540G L+P- TRAD/MOR;LATICINIOS;62.0;10;A
6417;7898251890357;COQ COMPOSTO SAO BRAZ 900ML;BEBIDAS ALCOOLICAS;62.0;10;A
63322;7896262304351;DROPS MENTOS SM STICK 37,5G FRUIT;BOMBONIERE;62.0;10;A
8823;7891134001819;SAB SENADOR 130G CLASSIC;HIGIENE PESSOAL;61.0;10;A
15623;7893000980006;MARGARINA DELINE 500G;LATICINIOS;61.0;10;A
119820;7892840816919;SALG TORCIDA 70G QUEIJO;PETISCOS SALGADINHOS;61.0;10;A
73882;7891150049888;CR DENT CLOSE UP TRIPLE 70G HORTELA;HIGIENE BUCAL;61.0;10;A
8329;7898908636017;VH VALE DAS VIDEIRAS 750ML TT SV;BEBIDAS ALCOOLICAS;61.0;10;A
76546;7898034920615;DOCE ISIS EM PASTA 400G LEITE;DOCES;61.0;10;A
123053;7892840819798;ACHOC EM PO TODDY ORIG SH 480G;MATINAIS;61.0;10;A
123053;7892840819798;ACHOC EM PO TODDY ORIG SH 480G;HIGIENE PESSOAL;61.0;10;A
122751;7896422001021;PIPOCA PRATIC LEVE GOURMET 40G MANTEIGA;PETISCOS SALGADINHOS;61.0;10;A
101624;7899970400902;CHOC HERSHEYS SPECIAL DARK 60% 85G TRAD;BOMBONIERE;61.0;10;A
83886;7891024035313;SAB PROTEX 85G MEN SPORT;HIGIENE PESSOAL;61.0;10;A
107554;7896005809518;BEB LAC TRES CAPPUC GF 260ML CLASSIC;MATINAIS;61.0;10;A
100173;7891000305775;IOG NESTLE MOLICO 850G MORANGO;LATICINIOS;61.0;10;A
59606;7891991011808;ENERGETICO FUSION PET 1L;BEBIDAS NAO ALCOOLICAS;61.0;10;A
44490;7898403781496;IOG BETANIA YOBEM TRIPLO ZERO 850G AMEIXA;LATICINIOS;61.0;10;A
